	primitive	classical	secretory	basal
ENSG00000184922	-0.21907244091709396	-0.176408750568092	0.46016305126838	0.0699788377321031
ENSG00000186815	-0.14931863666670003	-0.11983995829173301	0.36105664511936103	-0.0039438948962407
ENSG00000152689	-0.137173569436212	-0.20413955550909899	0.822067941371973	-0.0712138596963772
ENSG00000156127	-0.279865786105325	-0.297033120127581	0.585556630368781	0.0256661728884291
ENSG00000132334	-0.398861753085321	-0.268224474819358	0.669608982910106	0.0515531297291484
ENSG00000169896	-0.266208201911298	-0.16056813124129998	0.612520230436445	0.00112969896944248
ENSG00000236177	-0.605619742015547	-0.352854500870641	0.8119741701007409	-0.076446295731864
ENSG00000104763	-0.27120700606167203	-0.174843751408569	0.507099492163005	-0.125912474973389
ENSG00000099250	-0.124668569071805	-0.162359367705005	0.48204822080603793	0.0872090688529443
ENSG00000198223	-0.148459138799303	-0.11270762195341	0.4479644266885471	-0.0125960111525978
ENSG00000138821	-0.210602322284131	-0.188374030466024	0.6438160607266129	-0.00144097353286352
ENSG00000144746	-0.296150248865096	-0.3767177609009171	0.7260783525239721	0.101234337281144
ENSG00000144711	-0.136132374898284	-0.201398370449351	0.445871454365791	0.0416898123163412
ENSG00000136352	-0.35856477841826795	-0.111491913434205	1.04109023806242	-0.11387748777524499
ENSG00000135272	-0.430097492995706	-0.20084398988747898	0.50707725456028	0.0200507022402894
ENSG00000139832	-0.0499291284362418	-0.18351759351756403	0.6103926843575589	-0.0464438620910435
ENSG00000277377	-0.682575442132936	-0.45236069820149	1.41066655258351	0.23795626544562198
ENSG00000110719	-0.31679124920644397	-0.33790273537439697	0.757997760672863	-0.0122062588870486
ENSG00000134470	-0.22054752931335103	-0.15634920732425303	0.48973681227676896	-0.0298755540765057
ENSG00000196954	-0.37499911010189	-0.156310649860059	0.39183208166995204	0.11176219306394801
ENSG00000133321	-0.45202344291329705	-0.165226724039065	0.879056430312609	-0.21205109594921898
ENSG00000166548	-0.102845720444481	-0.13421791855843498	0.319687495764083	0.0862373748716161
ENSG00000115525	-0.127617923696046	-0.126845444327555	0.8054848950535709	-0.0064436511226002606
ENSG00000103522	-0.22004769026899698	-0.149996349231126	0.510468786633565	0.008533238087635009
ENSG00000117500	-0.0941350925124658	-0.22193022228692003	0.354386128234541	0.0065374588870827895
ENSG00000135596	0.00811733839088125	-0.25052130980190696	0.607315234972751	-0.1532674363567
ENSG00000197142	-0.0958503017850175	-0.34673086316031704	0.9212389873138821	0.0979617030011299
ENSG00000103534	-0.115261995353971	-0.303361413444336	1.06219581163943	0.114116845013936
ENSG00000131370	0.0195297932413241	-0.19279918572777302	0.546187124424487	-0.16954367300251502
ENSG00000172594	-0.089538834134534	-0.324506341996827	0.7242609804706129	-0.00451823075421132
ENSG00000168214	0.00840634215388489	-0.17915719982685605	0.302506508134048	-0.0457326683222892
ENSG00000008517	-0.277785195653922	-0.39587688665075504	0.8080658503857809	0.15134917469814602
ENSG00000067066	-0.232092690932823	-0.149661220437986	0.30201060072517	0.0132841134239605
ENSG00000126821	-0.0417376330865784	-0.234468300030941	0.37774472714578705	-0.0019157283695139101
ENSG00000164111	-0.0854783578008064	-0.231515810730745	0.421697440401332	0.0211240217041881
ENSG00000100453	-0.373994791317301	-0.282199437166852	0.8054741611087181	-0.0938995903641398
ENSG00000163947	-0.10114093767394601	-0.31203240539807503	0.522065707244989	0.0460996298587196
ENSG00000100450	-0.347141676358916	-0.19470235307399802	1.01788760041067	-0.25942322818563895
ENSG00000175899	-0.11165604790832499	-0.26735948322505604	1.06811059344328	-0.0621570396215851
ENSG00000141480	-0.0880808787283633	-0.19346165518400602	0.37006654958343105	0.00751721672414307
ENSG00000081277	-1.25933696243967	1.17005997825485	-1.85343328133185	0.26988993347935697
ENSG00000112378	-0.349612263262314	0.445028922850883	-0.9381445568212672	0.22732529891463601
ENSG00000134762	-1.76717686078975	0.8372876947800342	-2.59159940662935	0.6059638111510041
ENSG00000130821	-0.252624944022674	0.497840710847354	-1.32249952520924	0.169549193325486
ENSG00000163032	-0.6110996525937571	0.8157912718544921	-1.38316576318801	0.14950729870302
ENSG00000173801	-0.601865801287241	0.343149489378412	-0.988031198080225	0.409297380267298
ENSG00000114770	-0.543993174663532	0.718137784940422	-1.0676426636844	-0.0188273551921068
ENSG00000137699	-0.7408055533226701	0.409712791006026	-0.9043332252008371	0.353538911366132
ENSG00000206075	-0.8252280820835699	0.48718847811945604	-0.684389887531901	0.289960713034444
ENSG00000176153	-0.874876850687077	1.66252467971613	-2.1062649303876997	-0.47063840305645793
ENSG00000087842	0.0229885171375488	0.9294817032505099	-1.5113523831156999	-0.427519121211455
ENSG00000181788	-0.11614987218789098	0.503266363756115	-0.6695079477757919	0.0332888834231883
ENSG00000147383	-0.0558991163220459	0.241081665647537	-0.554125406713454	0.076418732638938
ENSG00000075711	0.0073995959332942	0.43621070457576094	-0.7689351208935741	0.0965342131057052
ENSG00000134757	-2.96990932148048	0.8588582315558251	-3.09355407705967	0.831044536514076
ENSG00000114503	0.130282295365984	0.31717939603031603	-0.6301151547175879	0.0145179194763823
ENSG00000102554	-0.576527039425399	0.676217616209218	-1.2129843609709698	0.212155417100629
ENSG00000141542	0.246716035107744	0.471962899071025	-0.8887988750099399	-0.15853318271590802
ENSG00000116141	0.0449510014787255	0.34720158390006295	-0.745244600482752	-0.00934160296807199
ENSG00000163558	-0.0781721136585079	0.351811347164666	-0.588139772484787	0.024111316870314
ENSG00000143126	-0.029093589517162996	0.110213913081831	-0.5679189866281149	0.220311853926368
ENSG00000196344	-1.1335173979401498	2.31589084714267	-1.22057278935614	-0.068089547607405
ENSG00000096092	-0.09284072769084402	0.575173391153015	-0.669855861294473	-0.21442815258380202
ENSG00000185721	0.128437742983023	0.14556442995649602	-0.428193639850949	0.0275748157041402
ENSG00000128422	-2.14914621186082	0.64709691164357	-3.0039393790578597	0.795873631709453
ENSG00000072274	0.0184344181804539	0.608087985364145	-0.775822689230355	-0.10312510788085001
ENSG00000136521	-0.000465790309657876	0.474319731519021	-0.575248406201485	-0.0584325236590093
ENSG00000139433	-0.752677243283773	0.5495245356473789	-0.661087082189136	0.136369094201135
ENSG00000145191	-0.0569236123826942	0.264786457073781	-0.44942157018614004	0.020144324599757
ENSG00000114125	-0.11332252300048401	0.389448173131046	-0.5164008343268071	0.0847669300046341
ENSG00000069011	-0.978913560418938	0.511873980541257	-1.38062236871328	0.6923419905437811
ENSG00000112972	0.232336594632635	0.171694837593771	-0.635955468613548	0.193201281368693
ENSG00000137975	-2.49880978307798	0.628531131432826	-2.61853680003	0.63508877992446
ENSG00000070731	-1.13778139785604	0.524092210809391	-1.09088819200225	0.32907171145366604
ENSG00000168806	0.0843453953515157	0.28065536597323903	-0.355055782299431	-0.00581137920906283
ENSG00000112039	-0.108588579460136	0.330066123044875	-0.5321029367757589	-0.0472089474207058
ENSG00000137648	-1.3898318689655602	0.558555866616125	-1.75012049064837	0.407320426356923
ENSG00000276536	0.0169700164827415	0.29376184751080603	-0.642662954129196	0.0356778223002654
ENSG00000275544	0.0403797737424112	0.55073165957762	-0.527972412701053	-0.164949963538538
ENSG00000101146	0.39817991847491796	0.10395035099510601	-0.425014718545177	-0.00477227165010566
ENSG00000111907	-0.12212559896043301	0.520128014790345	-1.35031931393554	-0.0400178031663483
ENSG00000104549	0.009426272215236509	0.14648884446919597	-0.70890756007973	0.256579491540035
ENSG00000106278	-1.24488190253723	1.023021644183	-2.4388917390649	0.275470321970437
ENSG00000198911	-0.0226270814489626	0.23154193380446803	-0.402458762942475	0.15818845029009898
ENSG00000214160	-0.0783195705737367	0.38813440003938204	-0.520656620555373	-0.051645678768629
ENSG00000163220	-1.4274391405726201	-0.280011308906255	-0.13818614400931303	2.28783205398392
ENSG00000163739	-1.0865150450656	-0.413074986563437	0.317413787456001	2.19688305363404
ENSG00000206073	-1.7785059049033702	-0.0158273449311563	-0.8789034154882759	2.37052466044321
ENSG00000142627	-0.592488771228285	-0.0586891769268645	-0.165207413708233	0.6520343498313
ENSG00000143546	-1.88753496067357	-0.293719164550795	-0.558675716211667	1.92082782667861
ENSG00000057149	-1.94340576717264	0.09607515359185999	-1.06956286538126	2.2077103926215296
ENSG00000213977	-0.43005204805809205	-0.0849802205379131	0.0015874046103974099	0.5747224120332449
ENSG00000196754	-3.5018120490572704	0.225915488683555	-2.21410813349177	1.13171271192866
ENSG00000162496	-0.17629483643967497	-0.151678415645348	-0.0948065987555697	0.6215672237501899
ENSG00000169429	-1.25261242741222	-0.330810185474105	0.000727339817205852	1.37757058877714
ENSG00000163050	0.37694596940211206	0.102955838411495	-0.0131496735462262	-0.261254216082763
ENSG00000132182	0.0863637092621464	0.0817473463185063	0.16121875089365398	-0.399961738517272
ENSG00000136861	0.058721700524809996	1.07155428331802	-0.353468935572457	-0.539082294272696
ENSG00000134324	0.34833635219594106	0.0140276288503545	0.20798699821711897	-0.287762059308598
ENSG00000112759	0.339410658849391	-0.009680796194141191	0.117866813419655	-0.22221514112482604
ENSG00000115758	0.337676619611112	1.20114714068788	-0.6328184125503261	-0.609517968066293
ENSG00000058056	0.640968955044563	0.0851905353626528	-0.12579767500716602	-0.377451043096972
ENSG00000115468	0.798522466789109	-0.172601504247576	0.17956239453104197	-0.17634484759822897
ENSG00000137942	0.897412822411417	-0.416062354017525	0.21896092277707896	0.086271828394505
ENSG00000196793	0.7323571573875479	-0.254182294090763	0.20420440537226897	-0.0765554265762658
ENSG00000021300	0.6570437188492549	-0.17695662592561104	0.314160461444668	-0.19405861135336802
ENSG00000185963	-0.623115806809436	0.64274361759597	-0.6181898366228001	0.0897675835062605
ENSG00000159228	-0.7272212941574191	1.57130804860856	-0.8535345551095821	-0.32933175126908304
ENSG00000136810	-0.30779052706441806	0.7919133912774899	-0.552255981894342	-0.465558600326133
ENSG00000140199	-0.39445514060884707	0.312836313668047	-0.17481518196667903	0.0846378794171487
ENSG00000185252	0.290198530781271	0.0705376537129832	-0.27466893974086803	-0.0531411493788503
ENSG00000136518	0.345227457770462	0.405125192818891	-0.79874757338763	-0.17383546042909398
ENSG00000112290	0.260567146713884	0.66285140596263	-0.587489128238756	-0.32806485931959
ENSG00000211460	0.387326775442293	0.10642515061480802	-0.286567306455598	-0.148892259897688
ENSG00000138442	0.408625530163825	0.0588352808746415	-0.36253626349865703	-0.0528669770932728
ENSG00000184117	0.296065712436422	0.18913620566841	-0.33816631950334197	-0.0578163327759949
ENSG00000071994	0.347730024421945	0.0596719450499803	-0.245057944368458	-0.0455960461056244
ENSG00000143621	0.389347140649266	0.166974220497362	-0.31857538777996697	-0.11741354654652199
ENSG00000162511	-0.495020060350067	-0.228276643574338	0.8403714729926179	0.0311882093848999
ENSG00000163563	-0.792619900034147	-0.43215624963007704	0.885645994071611	0.19663290432615002
ENSG00000188641	-0.211571318034402	-0.202972599138518	0.38034938593493794	0.180009742404214
ENSG00000132965	-0.5973905976840489	-0.455984970221657	0.9267382680479158	0.315618802871214
ENSG00000137491	-0.40784389064803994	-0.155587811507514	0.6783267466415571	0.0342386860734978
ENSG00000100365	-0.32758390465833	-0.275567598780004	0.653189090414154	0.0326285139668675
ENSG00000165168	-0.43901857099501496	-0.182677254764387	0.843666544500103	-0.00219210916112722
ENSG00000173221	-0.29151232365479807	-0.30896005684075606	0.7735172542030371	-0.0978991997535941
ENSG00000110077	-0.546780130932857	-0.211005698015721	0.727225527694397	0.0329615756578105
ENSG00000149179	0.5505185929621851	-0.0388836752803634	-0.0534147744038815	-0.0878848923365515
ENSG00000138443	0.355634144737129	-0.00131433018689453	-0.0012555633918883802	-0.117215868644945
ENSG00000076382	0.47488147438616	0.21546839671857604	-0.384379546861485	-0.34347130918291097
ENSG00000102054	0.40095635594024204	0.19189288935142898	-0.23400478510256	-0.136596833824493
ENSG00000189280	-1.18389568164323	0.261313991139232	-0.9653271324988342	0.5894707558721041
ENSG00000188910	-0.6781951195286531	0.11068688823192999	-0.315261938803232	0.45188932679142296
ENSG00000175793	-1.14678256675804	0.325520676546995	-1.25919549269151	0.470980979600571
ENSG00000138271	-2.21657690251208	0.273034471886742	-1.17098619121696	0.9771945529426609
ENSG00000185567	-1.25638042854902	0.0730347227387984	-0.6281090948248721	0.8599513424217579
ENSG00000196139	-1.12005385277167	2.27963842304712	-2.36580132251696	-1.18219529719292
ENSG00000183943	0.11554140829300999	0.845920314018264	-0.689578624384685	-0.4148550271030229
ENSG00000150540	-0.209710690208311	-0.19462590475376398	0.5509312002787039	-0.009620668450827
ENSG00000130755	-0.543964585332496	-0.224947495888814	0.9300119951921059	-0.0222501092457204
ENSG00000065833	-0.548000625468795	1.3607072048946003	-0.80633948334451	-0.425020251331199
ENSG00000177156	-0.123083773815376	0.85942470537522	-0.406375002305094	-0.33961740597148804
ENSG00000077238	-0.595069318120549	-0.426509385494724	0.42005495816982596	0.5998567930798822
ENSG00000162366	-1.1371640742293898	-0.6976950472993649	0.96814802183261	1.2498936112516899
ENSG00000184254	-0.23131173501956	-0.485903208814892	0.325191322151527	0.905488884860283
ENSG00000166670	-0.862937788915172	-0.64934578728772	-0.974158048846104	2.92671647538454
ENSG00000111424	-0.42170092202426895	-0.259442797841531	0.38409490404116203	0.30963650730670395
ENSG00000077549	-0.0152130044515809	-0.21640715195082003	0.18047792332554102	0.216625564564799
ENSG00000187239	-0.016889170611976	-0.103185432669164	0.421355928625286	-0.18530894814187304
ENSG00000001561	0.232617279651693	-0.27602195416530895	0.482619261810758	-0.147700778388991
ENSG00000111252	-0.178686977581809	-0.16965615175524898	0.5334656466537371	-0.0308158518558752
ENSG00000135905	-0.121820970888917	-0.137790749651999	0.569352870629542	-0.0937612054655088
ENSG00000115884	-0.764156782997379	0.33713014549646103	-0.998660219115981	0.419893844967525
